cod;original;simplified
6972;Como consecuencia, este inhibe la sensación de hambre, aumenta el gasto de energía en estado de reposo y disminuye la producción de glucosa en el hígado.;Como consecuencia, este para la sensación de hambre, aumenta el gasto de energía en estado de reposo y disminuye la producción de glucosa en el hígado.
8404;Trastornos hepatobiliares ElevaciÃ³n de las enzimas hepÃ¡ticas Muy raros: deterioro de la funciÃ³n hepÃ¡tica (p. ej., colestasis e ictericia), hepatitis, insuficiencia hepÃ¡tica Trastornos de la piel y del tejido subcutÃ¡neo Reacciones de hipersensibilidad cutÃ¡nea como prurito, rash y urticaria Muy raros: fotosensibilidad Resultados analÃ­ticos Muy raros: reducciÃ³n de las concentraciones sÃ©ricas de sodio;Trastornos hepatobiliares ElevaciÃ³n de las enzimas hepÃ¡ticas Muy raros: deterioro de la funciÃ³n hepÃ¡tica (p. ej., anomalÃ­a en el flujo de la bilis e piel amarrilla), hepatitis, insuficiencia hepÃ¡tica Trastornos de la piel y del tejido subcutÃ¡neo Reacciones de alergia cutÃ¡nea como picazÃ³n, alteraciÃ³n de la piel y urticaria Muy raros: intolerancia a la luz Resultados analÃ­ticos Muy raros: reducciÃ³n de las concentraciones sÃ©ricas de sodio
281;"La ministra ha subrayado que “el Ministerio quiere, coordinadamente con las CCAA
, avanzar en la recopilación de indicadores reportados por los propios pacientes”";"La ministra ha subrayado que “el Ministerio quiere, coordinadamente con las CCAA
, avanzar en la recopilación de señales reportados por los propios pacientes”"
4733;Es directora de la Unidad de demencias del hospital universitario Virgen de la Arrixaca de Murcia, miembro de la Sociedad Española de Neurología, investigadora principal en distintos ensayos en relación con las demencias… e impulsora de un proyecto novedoso.”Arte y cultura como terapia para la enfermedad de Alzheimer” En una vida de supuestos y aseveraciones, se queda con una apreciación personal;Es directora de la Unidad de demencias del hospital universitario Virgen de la Arrixaca de Murcia, miembro de la Sociedad Española de Neurología, investigadora principal en distintos ensayos en relación con las demencias… e impulsora de un proyecto novedoso.”Arte y cultura como tratamiento para la enfermedad de Alzheimer” En una vida de supuestos y aseveraciones, se queda con una apreciación personal
6789;Las revisiones sistemáticas de la evidencia muestran que el ejercicio terapéutico dirigido por fisioterapeutas es beneficioso para personas con enfermedad coronaria, fallo cardiaco y enfermedad obstructiva pulmonar crónica.;Las revisiones sistemáticas de la evidencia muestran que el ejercicio rehabilitador dirigido por fisioterapeutas es beneficioso para personas con enfermedad coronaria, fallo cardiaco y enfermedad obstructiva pulmonar crónica.
6606;Aunque no se han establecido pautas específicas para ellos, lo cierto es que los especialistas en dietética y nutrición sí dan recomendaciones nutricionales beneficiosas para estos pacientes;Aunque no se han establecido pautas específicas para ellos, lo cierto es que los especialistas en dietética y nutrición sí dan recomendaciones alimenticias beneficiosas para estos pacientes
4060;"Nosotras estamos aquí y lo podemos contar porque pillamos la enfermedad a tiempo"".";"Nosotras estamos aquí y lo podemos contar porque cogimos la enfermedad a tiempo""."
6690;Junto a ellos, ex jugadores de fútbol y residentes,  compartirán con los asistentes su experiencia en estos talleres de reminiscencia basados en los recuerdos del fútbol.;Junto a ellos, ex jugadores de fútbol y residentes,  compartirán con los asistentes su experiencia en estos talleres de reminiscencia basados en los recuerdos del fútbol.
2704;“La esclerosis múltiple es una enfermedad muy heterogénea, tanto en la presentación de los síntomas, como en su pronóstico;“La esclerosis múltiple es una enfermedad muy heterogénea, tanto en la presentación de los síntomas, como en su predicción
143;El trabajo del OAP ha sido posible gracias a su Comité Asesor, compuesto por instituciones públicas y privadas que abarcan un amplio abanico sectorial profesional y que ha sido el encargado de seleccionar las áreas de trabajo de forma conjunta;El trabajo del OAP ha sido posible gracias a su Comité Asesor, compuesto por instituciones públicas y privadas que abarcan un amplio abanico sectorial profesional y que ha sido el encargado de elegir las áreas de trabajo de forma conjunta
1046;"""Esta miseria relacional, la exclusión más grave que soportan a juicio de muchas personas con discapacidad, se intensifica para este sector de población por una concurrencia de factores estructurales y culturales"", indicó";"""Esta miseria relacional, la exclusión más grave que soportan a juicio de muchas personas con discapacidad, se intensifica para este sector de población por una concurrencia de causas estructurales y culturales"", indicó"
6036;Por lo que no dormir adecuadamente puede conllevar a que surjan complicaciones endocrinas, metabólicas, psicológicas, inmunológicas, psicomotoras, además que cada vez más se considera el mal sueño como un desencadenante o riesgo para determinados trastornos neurológicos, como  ictus, Parkinson, Alzheimer o diversas enfermedades neuromusculares;Por lo que no dormir adecuadamente puede conllevar a que surjan complicaciones endocrinas, metabólicas, psicológicas, inmunológicas, psicomotoras, además que cada vez más se considera el mal sueño como un desencadenante o riesgo para determinados alteraciones neurológicos, como  ictus, Parkinson, Alzheimer o diversas enfermedades neuromusculares
2033;Frente al cribado de cáncer de cérvix esporádico a solicitud de la mujer que se realizaba hasta ahora, la orden establece un programa de cribado poblacional y  determina la población diana, las características de la prueba de cribado y el  intervalo entre exploraciones de acuerdo con la evidencia científica.;Frente al cribado de cáncer de cérvix esporádico a solicitud de la mujer que se realizaba hasta ahora, la orden establece un programa de cribado poblacional y  determina la población blanco, las características de la prueba de cribado y el  intervalo entre exploraciones de acuerdo con la evidencia científica.
7430;Algunos medicamentos utilizados en el tratamiento de la COVID-19 pueden presentan interacciones con los antiepilépticos;Algunos medicamentos utilizados en el tratamiento de la COVID-19 pueden presentan correlación con los antiepilépticos
561;También se ha puesto en marcha la primera convocatoria de las becas Reina Letizia para la inclusión de jóvenes con discapacidad en el ámbito universitario.;También se ha puesto en marcha la primera convocatoria de las becas Reina Letizia para la participación de jóvenes con discapacidad en el ámbito universitario.
6814;La falta de empatía supone en cierta medida ignorancia por parte de quien no la aplica, y aunque su práctica es tan sencilla como el hecho de preguntarse antes: ¿cómo me gustaría que se comportasen conmigo en esta situación?;La falta de empatía supone en cierta medida desconocimiento por parte de quien no la aplica, y aunque su práctica es tan sencilla como el hecho de preguntarse antes: ¿cómo me gustaría que se comportasen conmigo en esta situación?
225;Prevenir para el futuro; prever para el futuro
656;La Confederación Española de Personas con Discapacidad Física y Orgánica (Cocemfe) ha presentado esta mañana en la sede central del Imserso el Símbolo Internacional de la Discapacidad Orgánica (DisOrganic), una obra de Dominio Público que nace para acabar con la invisibilidad de este tipo de discapacidad, promover la concienciación ciudadana y avanzar en el ejercicio de los derechos de las personas con discapacidad orgánica.;La Confederación Española de Personas con Discapacidad Física y Orgánica (Cocemfe) ha presentado esta mañana en la oficina central del Imserso el Símbolo Internacional de la Discapacidad Orgánica (DisOrganic), una obra de Dominio Público que nace para acabar con la invisibilidad de este tipo de discapacidad, promover la concienciación ciudadana y avanzar en el ejercicio de los derechos de las personas con discapacidad orgánica.
9002;Las personas afectadas de fenilcetonuria tendrÃ¡n en cuenta que cada comprimido de 50 mg contiene 0,05 mg de fenilalanina y que cada comprimido de 100 mg contiene 0,10 mg de fenilalanina.;Las personas afectadas de problemas en la piel tendrÃ¡n en cuenta que cada comprimido de 50 mg contiene 0,05 mg de fenilalanina y que cada comprimido de 100 mg contiene 0,10 mg de fenilalanina.
2073;Además, se adecúan los importes máximos de financiación a la realidad del mercado, para que puedan financiarse totalmente los productos ortoprotésicos incluidos en el catálogo sin que los usuarios tengan que abonar cantidades adicionales como ocurría en muchas ocasiones hasta ahora;Además, se adecúan los importes máximos de financiación a la realidad del mercado, para que puedan financiarse totalmente los productos ortoprotésicos incluidos en el catálogo sin que los usuarios tengan que abonar cantidades adicionales como ocurría en muchas veces hasta ahora
342;Trabajar con datos, obtenerlos de las fuentes, depurarlos y procesarlos para convertirlos en indicadores con un significado útil es, precisamente, lo que hace día a día el Sistema de Información Sanitaria del SNS.;Trabajar con datos, obtenerlos de las fuentes, depurarlos y procesarlos para convertirlos en indicadores con un significado  válido es, precisamente, lo que hace día a día el Sistema de Información Sanitaria del SNS.
7970;La aplicaciÃ³n de povidona iodada sobre heridas extensas, quemaduras o durante tiempo prolongado, puede producir efectos sistÃ©micos adversos, tales como acidosis metabÃ³lica, hipernatremia y trastornos de la funciÃ³n renal, hepÃ¡tica y tiroidea (especialmente en niÃ±os).;La aplicaciÃ³n de povidona iodada sobre heridas extensas, quemaduras o durante tiempo prolongado, puede producir efectos sistÃ©micos adversos, tales como acidez en la sangre, problemas en la sangre y trastornos de la funciÃ³n renal, hepÃ¡tica y tiroidea (especialmente en niÃ±os).
401;Carcedo ha recordado a los 28 Estados miembros que España, a través de la Agencia Española del Medicamento y Productos Sanitarios (AEMPS), ha aprobado un Plan nacional de garantías de abastecimiento de medicamentos.;Carcedo ha recordado a los 28 Estados miembros que España, a través de la Agencia Española del Medicamento y Productos Sanitarios (AEMPS), ha aprobado un Plan nacional de  seguridad de abastecimiento de medicamentos.
1946;Unas iniciativas que responden a un criterio de envejecimiento poblacional pero también de la convicción de que trabajar por un envejecimiento saludable y activo supone desplegar una estrategia que mejora la salud de toda la población y durante todo el curso vital.;Unas iniciativas que responden a un criterio de envejecimiento poblacional pero también de la convicción de que trabajar por un envejecimiento saludable y activo supone desplegar una  destreza que mejora la salud de toda la población y durante todo el curso vital.
7415;"Además, existen otros eventos clínicos, como por ejemplo síncopes o crisis no epilépticas, que pueden tener una apariencia similar a las crisis epilépticas y que pueden llevar a realizar diagnósticos erróneos""";"Además, existen otros sucesos clínicos, como por ejemplo síncopes o crisis no epilépticas, que pueden tener una apariencia similar a las crisis epilépticas y que pueden llevar a realizar diagnósticos erróneos"""
8479;Trastornos generales Raras: Mareos y astenia.;Trastornos generales Raras: Mareos y fatiga.
4247;El reconocimiento a su figura se produce en el marco de revisión de las políticas coloniales y de reconocimiento de los lazos existentes entre dos naciones con un pasado común.;El reconocimiento a su figura se produce en el tiempo de revisión de las políticas coloniales y de reconocimiento de los lazos existentes entre dos naciones con un pasado común.
257;encuesta;sondeo
4142;Prevalece la idea en España de que no han existido pensadores de relevancia a lo largo del siglo XX;Prevalece la idea en España de que no han existido  filósofos de relevancia a lo largo del siglo XX
4734;Es directora de la Unidad de demencias del hospital universitario Virgen de la Arrixaca de Murcia, miembro de la Sociedad Española de Neurología, investigadora principal en distintos ensayos en relación con las demencias… e impulsora de un proyecto novedoso.”Arte y cultura como terapia para la enfermedad de Alzheimer” En una vida de supuestos y aseveraciones, se queda con una apreciación personal;Es directora de la Unidad de demencias del hospital universitario Virgen de la Arrixaca de Murcia, miembro de la Sociedad Española de Neurología, investigadora principal en distintos ensayos en relación con las demencias… e impulsora de un proyecto novedoso.”Arte y cultura como terapia para la enfermedad de Alzheimer” En una vida de supuestos y afirmaciones, se queda con una apreciación personal
953;La vareniclina y el bupropion se incluirán en la prestación farmacéutica, tras el acuerdo alcanzado en la Comisión Interministerial de Precios y la resolución del Ministerio;La vareniclina y el bupropion se incluirán en la prestación farmacéutica, tras el acuerdo conseguido en la Comisión Interministerial de Precios y la resolución del Ministerio
2597;La fotogrametría también supone otro avance a través por ejemplo de catálogos virtuales y recreaciones en 3D.;La fotogrametría también supone otro avance a través por ejemplo de inventarios virtuales y recreaciones en 3D.
822;Pero también se planteará y abordará posibles iniciativas y reformas legislativas y sociales dirigidas a paliar o solucionar el problema y para lograr una adecuada protección de los derechos y libertades de las Personas Mayores.;Pero también se planteará y abordará posibles iniciativas y reformas legislativas y sociales encaminadas a paliar o solucionar el problema y para lograr una adecuada protección de los derechos y libertades de las Personas Mayores.
3232;El tercer objetivo general planteado en el documento, informar de los problemas de suministro, tiene como finalidad satisfacer, en la medida de lo posible, las expectativas de pacientes y profesionales sanitarios proporcionándoles información de máxima utilidad de la forma más ágil.;El tercer objetivo general planteado en el documento, informar de los problemas de suministro, tiene como finalidad satisfacer, en la medida de lo posible, las expectativas de pacientes y profesionales sanitarios proporcionándoles información de máxima utilidad de la forma más  dinámica.
26;Cuando se reciba el producto Consumo recomienda comprobar que éste se corresponda con lo que se ha pedido y llegue en óptimas condiciones de consumo, que el embalaje se presente íntegro, que el etiquetado esté en español e incluya la información obligatoria, la fecha de caducidad o consumo preferente y que llegue en las condiciones de conservación adecuadas;Cuando se reciba el producto Consumo recomienda comprobar que éste se corresponda con lo que se ha pedido y llegue en óptimas condiciones de consumo, que el embalaje se presente entero, que el etiquetado esté en español e incluya la información obligatoria, la fecha de caducidad o consumo preferente y que llegue en las condiciones de conservación adecuadas
2785;Como en ediciones anteriores la Semana Internacional del Ceapat ofrece un espacio de encuentro, información y debate sobre temas de actualidad relacionados con la promoción de la autonomía personal, la accesibilidad, las tecnologías y los servicios para todas las personas.;Como en  convocatorias anteriores la Semana Internacional del Ceapat ofrece un espacio de encuentro, información y debate sobre temas de actualidad relacionados con la promoción de la autonomía personal, la accesibilidad, las tecnologías y los servicios para todas las personas.
1291;El director general de Políticas de Discapacidad del Ministerio de Sanidad, Consumo y Bienestar Social, Jesús Celada, abogó por seguir trabajando, como se ha hecho este año, en materia de accesibilidad para cerrar las “muchas brechas” que existen todavía en varios aspectos relacionados con la discapacidad.;El director general de Políticas de Discapacidad del Ministerio de Sanidad, Consumo y Bienestar Social, Jesús Celada, abogó por seguir trabajando, como se ha hecho este año, en materia de accesibilidad para cerrar las “muchas diferencias” que existen todavía en varios aspectos relacionados con la discapacidad.
7779;Taller en directo y online Smartphone: ¿Hablamos;Taller en directo y en línea Smartphone: ¿Hablamos
111;Por su parte, Carina Escobar ha puesto en valor la necesidad de “seguir siendo el apoyo y el altavoz de las demandas de todos los pacientes, ya que si queremos tener una sanidad que responda a nuestras necesidades es vital que todos nos involucremos y que nos dejen participar de forma significativa en la formulación de aquellas políticas que afectan directamente al paciente”;Por su parte, Carina Escobar ha puesto en valor la necesidad de “seguir siendo el apoyo y el altavoz de las demandas de todos los pacientes, ya que si queremos tener una sanidad que responda a nuestras necesidades es vital que todos nos involucremos y que nos dejen participar de forma significativa en la planteamiento de aquellas políticas que afectan directamente al paciente”
1662;Tras un complejo proceso de adjudicación, no exento de dificultades de diversa índole, ya se han suscrito los contratos referidos a los distintos lotes en que se divide el programa;Tras un complejo proceso de asignación, no exento de dificultades de diversa índole, ya se han suscrito los contratos referidos a los distintos lotes en que se divide el programa
6888;Urrialde indicó que “es necesario incrementar la cantidad de actividad física diaria;Urrialde indicó que “es necesario aumentar la cantidad de actividad física diaria
6640;La comida debe ser una experiencia grata para el niño, por lo que se deben preparar menús atractivos y apetecibles, promocionando la recuperación de la cocina tradicional saludable;La comida debe ser una experiencia agradable para el niño, por lo que se deben preparar menús atractivos y apetecibles, promocionando la recuperación de la cocina tradicional saludable
5451;George Jakes, joven abogado que trabaja con los hermanos Kennedy, es un activista del movimiento por los derechos civiles de los negros en Estados Unidos que participará en las protestas de los estados del Sur y en la marcha sobre Washington liderada por Martin Luther King.;George Jakes, joven abogado que trabaja con los hermanos Kennedy, es un militante del movimiento por los derechos civiles de los negros en Estados Unidos que participará en las protestas de los estados del Sur y en la marcha sobre Washington liderada por Martin Luther King.
8813;Trastornos del sistema inmunolÃ³gico Muy raras (<1/10.000): reacciÃ³n alÃ©rgica (e.j. reacciÃ³n anafilactoide, angioedema, prurito o urticaria).;Trastornos del sistema inmunolÃ³gico Muy raras (<1/10.000): alergia (e.j. reacciÃ³n alÃ©rgica, angiohinchazÃ³n, picazÃ³n o urticaria).
8698;Raro: anormalidades de la defecaciÃ³n, estenosis esofÃ¡gica adquirida, gastritis, gastroenteritis viral, hernia, trastornos rectales, atonÃ­a gÃ¡strica, trastornos de la lengua, edema de lengua.;Raro: anormalidades de la defecaciÃ³n, estrechamiento del esÃ³fago, enfermedades del estÃ³mago, inflamaciÃ³n en el estomago, hernia, trastornos rectales, trastorno estomacal, trastornos de la lengua, hinchazÃ³n en la lengua.
4097;Entre las exposiciones programadas destaca un inédita que reúne por primera vez a dos artistas que han marcado el rumbo de la pintura a partir de sus trabajos pictóricos como son el pintor y grabador noruego Edvard Munch, que ejerció una profunda influencia en el expresionismo alemán de manera especial y en toda la pintura posterior, y el artista holandés;Entre las exposiciones programadas destaca un nueva que reúne por primera vez a dos artistas que han marcado el rumbo de la pintura a partir de sus trabajos pictóricos como son el pintor y grabador noruego Edvard Munch, que ejerció una profunda influencia en el expresionismo alemán de manera especial y en toda la pintura posterior, y el artista holandés
7132;Este Centro, que dispone de un conjunto idóneo de instalaciones y profesionales, tiene un ámbito de actuación nacional, por lo que pueden acudir personas con discapacidad que procedan de cualquier punto de España.;Este Centro, que dispone de un conjunto  adecuado de instalaciones y profesionales, tiene un ámbito de actuación nacional, por lo que pueden acudir personas con discapacidad que procedan de cualquier punto de España.
1018;De este modo, el proyecto Essense proporcionará contenido didáctico y pondrá a disposición de cualquier profesional interesado/a una plataforma de educación colaborativa con dicho material.;De este modo, el proyecto Essense proporcionará contenido  formativo y pondrá a disposición de cualquier profesional interesado/a una plataforma de educación colaborativa con dicho material.
8737;Trastornos renales y urinarios Muy raras: sÃ­ndrome hemolÃ­tico urÃ©mico.;Trastornos renales y urinarios Muy raras: lesiÃ³n en los riÃ±ones.
3530;"Sin embargo no es sólo la crítica social lo que la hace tan moderna sino la visión del individuo en el universo, que nos llega a anticipar a Becket y Artaud; “la crueldad que emerge en la obra nos recuerda lo grotesco de nuestra existencia” (Jan Kott)";"Sin embargo no es sólo la crítica social lo que la hace tan moderna sino la visión del individuo en el universo, que nos llega a anticipar a Becket y Artaud; “la crueldad que emerge en la obra nos recuerda lo ridículo de nuestra existencia” (Jan Kott)"
5652;La aparición de úlceras o llagas en la boca también pueden causar molestias;La aparición de heridas o llagas en la boca también pueden causar molestias
1388;Mañana, 17 de octubre, se conmemora el Día Mundial contra el Dolor, la principal causa de ausentismo laboral en España y, según la Organización Mundial de la Salud (OMS) la mayor amenaza para la calidad de vida en todo el mundo;Mañana, 17 de octubre, se conmemora el Día Mundial contra el Dolor, la principal causa de absentismo laboral en España y, según la Organización Mundial de la Salud (OMS) la mayor amenaza para la calidad de vida en todo el mundo
107;Por su parte, Carina Escobar ha puesto en valor la necesidad de “seguir siendo el apoyo y el altavoz de las demandas de todos los pacientes, ya que si queremos tener una sanidad que responda a nuestras necesidades es vital que todos nos involucremos y que nos dejen participar de forma significativa en la formulación de aquellas políticas que afectan directamente al paciente”;Por su parte, Carina Escobar ha puesto en valor la necesidad de “seguir siendo el apoyo y el altavoz de las demandas de todos los pacientes, ya que si queremos tener una sanidad que responda a nuestras necesidades es fundamental que todos nos involucremos y que nos dejen participar de forma significativa en la formulación de aquellas políticas que afectan directamente al paciente”
8198;En la mayorÃ­a de los pacientes que desarrollaron anticuerpos, los niveles de anticuerpos disminuyeron a lo largo del tiempo y permanecieron bajos a lo largo de 82 semanas.;En la mayorÃ­a de los pacientes que desarrollaron anticuerpos, los niveenfermedad del sistema inmune de anticuerpos disminuyeron a lo largo del tiempo y permanecieron bajos a lo largo de 82 semanas.
1140;Colocarse de frente, manteniendo contacto ocular, de ser posible, para favorecer la interacción y la ingesta de alimentos.;Colocarse de frente, manteniendo contacto ocular, de ser posible, para favorecer la relación y la ingesta de alimentos.
4872;Son pajarillos menudos, que solo pesan 20 o 30 gramos, que hacen seis o siete mil kilómetros en este viaje;Son pajarillos pequeños, que solo pesan 20 o 30 gramos, que hacen seis o siete mil kilómetros en este viaje
3627;Su inmensa capacidad de invención queda patente en la renovación que experimenta en sus manos la técnica pictórica, con su personal tratamiento de la superficie, que se suma a la que muestran sus contenidos, en ocasiones difíciles –o casi imposibles- de descifrar, al haberse perdido en nuestro días muchas de las claves para interpretarlas.;Su inmensa capacidad de invención queda evidente en la renovación que experimenta en sus manos la técnica pictórica, con su personal tratamiento de la superficie, que se suma a la que muestran sus contenidos, en ocasiones difíciles –o casi imposibles- de descifrar, al haberse perdido en nuestro días muchas de las claves para interpretarlas.
5457;Desde el sur de Estados Unidos hasta la remota Siberia, desde la isla de Cuba hasta el vibrante Londres de los años sesenta, El umbral de la eternidad es la historia de aquellas personas que lucharon por la libertad individual en medio del conflicto titánico entre los dos países más poderosos jamás conocidos.;Desde el sur de Estados Unidos hasta la remota Siberia, desde la isla de Cuba hasta el  intenso Londres de los años sesenta, El umbral de la eternidad es la historia de aquellas personas que lucharon por la libertad individual en medio del conflicto titánico entre los dos países más poderosos jamás conocidos.
732;Por eso, creo que es muy importante que se conozca la discapacidad orgánica porque es la única manera de que podamos encontrar la comprensión y las ayudas necesarias para poder vivir con una mayor calidad de vida;Por eso, creo que es muy importante que se conozca la discapacidad orgánica porque es la única forma de que podamos encontrar la comprensión y las ayudas necesarias para poder vivir con una mayor calidad de vida
8823;Trastornos del aparato reproductor y de la mama Muy raras (<1/10.000): priapismo Pruebas complementarias Aumento de las transaminasas.;Trastornos del aparato reproductor y de la mama Muy raras (<1/10.000): dolor en el pene Pruebas complementarias Aumento de las transaminasas.
2413;Hay ausencia de información y formación y queremos seguir profundizando en ello”.;Hay ausencia de información y formación y queremos seguir  ahondando en ello”.
5149;“Y lo más reconfortante, a mi juicio, es que haya muchos israelíes conscientes de este problema, con gran categoría moral y humana y gran coraje que luchan por un mundo diferente”, zanja.;“Y lo más reconfortante, en mi opinión, es que haya muchos israelíes conscientes de este problema, con gran categoría moral y humana y gran coraje que luchan por un mundo diferente”, zanja.
5785;Juan José Gómez Doblas, director del Área del Corazón del Hospital Xanit Internacional, “en el tratamiento de la patología vascular existen aún parcelas sin resolver desde el punto de vista de concienciación, diagnóstico y estrategia terapéutica, que generan alteraciones graves en los pacientes, así como elevadas tasas de mortalidad”;Juan José Gómez Doblas, director del Área del Corazón del Hospital Xanit Internacional, “en el tratamiento de la patología vascular existen aún parcelas sin resolver desde el punto de vista de concienciación, diagnóstico y estrategia terapéutica, que generan alteraciones graves en los pacientes, así como altas tasas de mortalidad”
6746;La dieta Mediterránea suplementada con frutos secos, contrarresta el deterioro cognitivo asociado a la edad;La dieta Mediterránea suplementada con frutos secos, contrarresta el deterioro cognitivo relacionado a la edad
965;La tendencia actual muestra una disminución en el caso de los hombres frente a un aumento en las mujeres;La dirección actual muestra una disminución en el caso de los hombres frente a un aumento en las mujeres
5439;Un arte, porque hay que extraer de ese cúmulo de datos aquellos realmente decisivos sobre lo que ocurrió, obviando el resto;Un arte, porque hay que extraer de ese cúmulo de datos aquellos realmente decisivos sobre lo que ocurrió,  evitando el resto
4915;Algunos estudios constatan que los pacientes con sobrepreso tienen un déficit de la enzima LIPASA;Algunos estudios verifican que los pacientes con sobrepreso tienen un déficit de la enzima LIPASA
5582;Dependiendo del momento de la vida en que se extienda ese déficit podemos hablar de distintos problemas;Dependiendo del momento de la vida en que se extienda ese  carencia podemos hablar de distintos problemas
4248;Sus planteamientos fueron más radicales que los de José Rizal, en lo que se puede considerar el primer movimiento anticolonial en Asia.;Sus planteamientos fueron más extremistas que los de José Rizal, en lo que se puede considerar el primer movimiento anticolonial en Asia.
2516;En los últimos años, el aumento de la expectativa de vida de la población, unido al decrecimiento de la natalidad en los países desarrollados y algunos en vías en desarrollo, ha causado el incremento acelerado de la población mayor de 65 años;En los últimos años, el aumento de la esperanza de vida de la población, unido al decrecimiento de la natalidad en los países desarrollados y algunos en vías en desarrollo, ha causado el incremento acelerado de la población mayor de 65 años
1738;El valor estimado del contrato en su totalidad asciende a 1.142.365.995,76 euros, IVA excluido, cifra en que se incluye tanto la aportación del Imserso (20,39%) y la de los beneficiarios (79,61%) durante el periodo inicial (temporadas 2019/2020 y 2020/2021), así como una posible prórroga por otras dos temporadas, y las modificaciones previstas en los pliegos.;El  coste estimado del contrato en su totalidad asciende a 1.142.365.995,76 euros, IVA excluido, cifra en que se incluye tanto la aportación del Imserso (20,39%) y la de los beneficiarios (79,61%) durante el periodo inicial (temporadas 2019/2020 y 2020/2021), así como una posible prórroga por otras dos temporadas, y las modificaciones previstas en los pliegos.
2416;En total en España se registraron 23.942 casos notificados de infección gonocócica, sífilis, clamidia e linfogranuloma venéreo en 2017;En total en España se  anotaron 23.942 casos notificados de infección gonocócica, sífilis, clamidia e linfogranuloma venéreo en 2017
2543;Respecto al primero dijo que en la actualidad el compartir lo que estaba pasando en la escena no se estaba produciendo a la misma sintonía y en el segundo aspecto se requiere que los espectáculos sean accesibles;Respecto al primero dijo que en la actualidad el compartir lo que estaba pasando en la escena no se estaba produciendo a la misma armonía y en el segundo aspecto se requiere que los espectáculos sean accesibles
3923;La Sierra de Guadarrama fue con frecuencia un tema recurrente en la obra de pintores como Goya, Velázquez, Muñoz Degrain o Aureliano Beruete o Martín Rico que plasmaron en sus lienzos un paisaje tradicional de la capital y que ha cambiado poco.;La Sierra de Guadarrama fue con frecuencia un tema repetido en la obra de pintores como Goya, Velázquez, Muñoz Degrain o Aureliano Beruete o Martín Rico que plasmaron en sus lienzos un paisaje tradicional de la capital y que ha cambiado poco.
7237;“el modelo sanitario, tiene que adecuarse a los nuevos retos del siglo XXI, que tiene que gestionar necesidades derivadas de los cambios demográficos, mayor cronicidad y la pandemia;“el modelo sanitario, tiene que adecuarse a los nuevos retos del siglo XXI, que tiene que gestionar necesidades producidas de los cambios demográficos, mayor cronicidad y la pandemia
1319;El Camino de Santiago fue uno de los temas protagonistas del Congreso, donde en una de sus mesas redondas se trató “El camino de Santiago para todos” una iniciativa de la Fundación ONCE que pretende facilitar la peregrinación a las personas con discapacidad amantes de este tipo de aventuras.;El Camino de Santiago fue uno de los temas protagonistas del Congreso, donde en una de sus mesas redondas se trató “El camino de Santiago para todos” una iniciativa de la Fundación ONCE que pretende facilitar la peregrinación a las personas con discapacidad enamorados de este tipo de aventuras.
172;La compañía líder en salvaescaleras Thyssenkrupp-homesolutions ha realizado una encuesta entre sus clientes mayores de 65 años para saber con quién celebrarán la Navidad y uno de cada cinco mayores de 65 años pasará las Navidades completamente solo.;La compañía líder en sube escaleras Thyssenkrupp-homesolutions ha realizado una encuesta entre sus clientes mayores de 65 años para saber con quién celebrarán la Navidad y uno de cada cinco mayores de 65 años pasará las Navidades completamente solo.
188;En el caso de ser creyente, una opción es acudir a la misa del gallo y celebrar el sentido cristiano de la Navidad en la iglesia mediante un acto religioso y social.;En el caso de ser  devoto, una opción es acudir a la misa del gallo y celebrar el sentido cristiano de la Navidad en la iglesia mediante un acto religioso y social.
2029;Las comunidades autónomas, INGESA (Ceuta y Melilla) y mutualidades de funcionarios tendrán seis meses para adaptar sus catálogos a lo dispuesto en la orden y adecuarse a la actualización de la cartera de servicios comunes del SNS.;Las comunidades autónomas, INGESA (Ceuta y Melilla) y mutua de funcionarios tendrán seis meses para adaptar sus catálogos a lo dispuesto en la orden y adecuarse a la actualización de la cartera de servicios comunes del SNS.
114;Por ello, desde la POP, con el apoyo de sus entidades miembro, continuarán “tendiendo la mano para trabajar conjuntamente con la Administración, sociedades científicas y todos los agentes de salud, como socios clave en el avance y transformación del sistema sanitario”;Por ello, desde la POP, con el apoyo de sus entidades miembro, continuarán “dando la mano para trabajar conjuntamente con la Administración, sociedades científicas y todos los agentes de salud, como socios clave en el avance y transformación del sistema sanitario”
5298;Informar al sector privado y a los profesionales interesados acerca de cómo responder a las demandas de la inclusión de criterios de accesibilidad en los entornos.;Informar al sector privado y a los profesionales interesados acerca de cómo responder a las demandas de la inclusión de  pautas de accesibilidad en los entornos.
4396;Nunca en la historia de la humanidad hubo una explosión social y solidaria como la que hubo hace unas fechas con motivo de los refugiados de Siria, ¡ni comparado con Haití o Nepal!;Nunca en la historia de la humanidad hubo una  estallido social y solidaria como la que hubo hace unas fechas con motivo de los refugiados de Siria, ¡ni comparado con Haití o Nepal!
